eval_id,topology_pore1_side,topology_pore2_side,x1_frac,x2_frac,d1_m,d2_m,effective_hydraulic_diameter_m,CL,CD,CM,gain_percent,Q_m3_s,Rs_Pa_s_per_m3,dp_total_Pa,Re_equivalent,max_vn_m_s,max_vn_over_vinf,coupling_converged,coupling_iterations,objective_value
4942,upper,upper,0.010591538376906295,0.9638561386545427,0.01944676192392205,0.012504365186544408,0.00857501793840153,0.5339486306394343,0.0004468789355959943,-0.014434480004508806,5.73436608855904,-0.0002891895619259636,142355.898747718,41.16783999642939,2922.2763166787327,1.104220679895175,0.15029670365239883,True,21,-0.023567064750849707
10860,lower,upper,0.9319499227194081,0.96320456958777,0.017317943442824876,0.011648924076291369,0.008049492825746098,0.5339418533776493,0.0002012335046770522,-0.015291249109773803,5.733024031594125,-0.00020135949229654074,6789.10048619902,1.3670498270512326,2167.590765350727,0.8263353935226043,0.11247342856279893,True,22,-0.04012877809924577
11819,upper,upper,0.010249219851744373,0.9373407675163598,0.01899021157472877,0.019942470011535977,0.009240963984337533,0.533933661289245,0.000265796080273481,-0.013628753181089958,5.73140180573819,-0.0003724383106320051,102560.13598596003,38.197323784799664,3492.293797586553,0.9407620925321546,0.1280481737057655,True,21,-0.031148655668506935
7854,upper,upper,0.010439461490560409,0.9266496152741192,0.01756577073889773,0.017325045314420383,0.009425688465200083,0.5339302645318421,0.00017641856598479833,-0.01334172064244103,5.730729168015869,-0.00039871351164646183,93618.86847280944,37.327107805162086,3665.4016756996552,1.119924637421247,0.1524341867601142,True,22,-0.02527914630750064
6187,lower,upper,0.9196574308434102,0.9546584027780651,0.015979046509228805,0.01602648134976622,0.010610235221541059,0.5339299693585124,0.00019350186295376964,-0.015079919806978346,5.730670716765851,-0.00022245825623174825,2524.275673905006,0.5615459646651288,1816.7585755217865,0.6881373102873423,0.0936631339002216,True,11,-0.04377968604097889
16477,upper,upper,0.01007106578532313,0.9493978444026695,0.019350329080678033,0.01761116946807145,0.009048805359111765,0.5339254985145332,0.0002269532874149896,-0.013928417993797982,5.7297853846816515,-0.00033935169647245414,113029.63438099247,38.35679817885102,3249.6192616256226,0.9255118562539654,0.12597244710123418,True,21,-0.0333786535289276
9426,upper,upper,0.01032891302786132,0.9299659795477228,0.019616334092278406,0.017738209047366785,0.009379656459888693,0.5339249762675962,0.00022181208470357233,-0.013441605228414404,5.729681967525657,-0.0003914397038670388,95809.66958437453,37.5037086897064,3616.193358828109,1.0855829331265998,0.14775989923112054,True,21,-0.025993894304887053
3518,lower,upper,0.8612271380278794,0.9542680891371483,0.01926290085114844,0.015568699614074834,0.008556060893813413,0.5339163232942795,0.00035915528911478756,-0.014700720535468031,5.727968475635392,-0.00025109029459194116,13765.95549248938,3.4564978199487086,2542.9028096647503,0.7767049743508959,0.10571817706442752,True,20,-0.037493698385735234
9727,lower,upper,0.882944731534246,0.9407836863127979,0.019123493761786788,0.015118464518661813,0.010547552232901974,0.5339051859919182,0.0002524468110288308,-0.014620669134526946,5.725763028261732,-0.000264059365781308,4064.588314287418,1.0732926124328515,2169.319865653289,0.8651553963290832,0.11775726227812523,True,19,-0.036648133111561884
11184,upper,upper,0.010007516070161704,0.9464198224408116,0.018046960727475976,0.01715425145901022,0.009119807604281157,0.5339028539870865,0.00025930641308313795,-0.01384185664332884,5.725301236549107,-0.0003491792943605583,109223.09394634874,38.138442872063024,3317.695386639026,0.999874698416142,0.13609405617330822,True,22,-0.02976355060875266
