Case_Name,Alpha_deg,Panel_XC,Cp_Solid,Cp_Porous,Leakage_Velocity
Large Pores,5.0,0.436363,-0.376076,-0.420111,0.000000
Large Pores,5.0,0.426638,-0.385013,-0.429270,0.000000
Large Pores,5.0,0.416942,-0.394006,-0.438490,0.000000
Large Pores,5.0,0.407278,-0.403049,-0.447767,0.000000
Large Pores,5.0,0.397650,-0.412140,-0.457097,0.000000
Large Pores,5.0,0.388061,-0.421274,-0.466475,0.000000
Large Pores,5.0,0.378516,-0.430445,-0.475894,0.000000
Large Pores,5.0,0.369017,-0.439649,-0.485349,0.000000
Large Pores,5.0,0.359569,-0.448880,-0.494833,0.000000
Large Pores,5.0,0.350175,-0.458132,-0.504337,0.000000
Large Pores,5.0,0.340838,-0.467397,-0.513855,0.000000
Large Pores,5.0,0.331563,-0.476669,-0.523377,0.000000
Large Pores,5.0,0.322353,-0.485940,-0.532894,0.000000
Large Pores,5.0,0.313212,-0.495202,-0.542397,0.000000
Large Pores,5.0,0.304142,-0.504446,-0.551874,0.000000
Large Pores,5.0,0.295148,-0.513663,-0.561315,0.000000
Large Pores,5.0,0.286233,-0.522843,-0.570708,0.000000
Large Pores,5.0,0.277400,-0.531976,-0.580042,0.000000
Large Pores,5.0,0.268653,-0.541052,-0.589304,0.000000
